          5        1050

                COND. CRYSTAL PARAMETERS

        Rho         A       Z        IS171      IS5000       IK171      IK5000
     4.365E+12     500      40      0.2460      0.6317      2.3870      3.5110
     4.467E+12     500      40      0.2449      0.6296      2.3859      3.5110
     4.571E+12     500      40      0.2438      0.6275      2.3848      3.5111
     4.677E+12     500      40      0.2427      0.6255      2.3837      3.5111
     4.786E+12     500      40      0.2416      0.6234      2.3826      3.5112
     4.898E+12     500      40      0.2404      0.6214      2.3815      3.5112
     5.012E+12     500      40      0.2393      0.6193      2.3804      3.5113
     5.129E+12     500      40      0.2382      0.6173      2.3793      3.5113
     5.248E+12     500      40      0.2371      0.6152      2.3782      3.5114
     5.370E+12     500      40      0.2360      0.6132      2.3772      3.5114
     5.495E+12     500      40      0.2348      0.6111      2.3761      3.5115
     5.623E+12     500      40      0.2337      0.6091      2.3750      3.5115
     5.754E+12     500      40      0.2326      0.6070      2.3739      3.5116
     5.888E+12     500      40      0.2315      0.6049      2.3728      3.5116
     6.026E+12     500      40      0.2304      0.6029      2.3717      3.5116
     6.166E+12     500      40      0.2292      0.6008      2.3706      3.5117
     6.310E+12     950      50      0.2286      0.5986      2.3687      3.5078
     6.457E+12     950      50      0.2282      0.5963      2.3666      3.5028
     6.607E+12     950      50      0.2277      0.5940      2.3645      3.4979
     6.761E+12     950      50      0.2273      0.5917      2.3624      3.4929
     6.918E+12     950      50      0.2269      0.5894      2.3603      3.4879
     7.079E+12     950      50      0.2264      0.5870      2.3582      3.4830
     7.244E+12     950      50      0.2260      0.5847      2.3561      3.4780
     7.413E+12     950      50      0.2255      0.5824      2.3540      3.4731
     7.586E+12     950      50      0.2251      0.5801      2.3519      3.4681
     7.762E+12     950      50      0.2246      0.5778      2.3498      3.4631
     7.943E+12     950      50      0.2242      0.5755      2.3477      3.4582
     8.128E+12     950      50      0.2237      0.5732      2.3456      3.4532
     8.318E+12     950      50      0.2233      0.5709      2.3435      3.4483
     8.511E+12     950      50      0.2228      0.5686      2.3414      3.4433
     8.710E+12     950      50      0.2224      0.5663      2.3393      3.4383
     8.913E+12     950      50      0.2219      0.5640      2.3372      3.4334
     9.120E+12     950      50      0.2215      0.5617      2.3351      3.4284
     9.333E+12     950      50      0.2210      0.5594      2.3330      3.4235
     9.550E+12     950      50      0.2206      0.5571      2.3309      3.4185
     9.772E+12    1100      50      0.2202      0.5550      2.3290      3.4139
     1.000E+13    1100      50      0.2197      0.5531      2.3270      3.4095
     1.023E+13    1100      50      0.2193      0.5511      2.3251      3.4050
     1.047E+13    1100      50      0.2189      0.5491      2.3232      3.4006
     1.072E+13    1100      50      0.2185      0.5472      2.3213      3.3961
     1.096E+13    1100      50      0.2181      0.5452      2.3193      3.3916
     1.122E+13    1100      50      0.2177      0.5432      2.3174      3.3872
     1.148E+13    1100      50      0.2173      0.5413      2.3155      3.3827
     1.175E+13    1100      50      0.2169      0.5393      2.3135      3.3782
     1.202E+13    1100      50      0.2165      0.5373      2.3116      3.3738
     1.230E+13    1100      50      0.2161      0.5354      2.3097      3.3693
     1.259E+13    1100      50      0.2157      0.5334      2.3078      3.3649
     1.288E+13    1100      50      0.2153      0.5314      2.3058      3.3604
     1.318E+13    1100      50      0.2149      0.5295      2.3039      3.3559
     1.349E+13    1100      50      0.2144      0.5275      2.3020      3.3515
     1.380E+13    1100      50      0.2140      0.5256      2.3000      3.3470
     1.413E+13    1100      50      0.2136      0.5236      2.2981      3.3425
     1.445E+13    1100      50      0.2132      0.5216      2.2962      3.3381
     1.479E+13    1100      50      0.2128      0.5197      2.2943      3.3336
     1.514E+13    1350      50      0.2122      0.5171      2.2914      3.3272
     1.549E+13    1350      50      0.2117      0.5145      2.2884      3.3207
     1.585E+13    1350      50      0.2111      0.5119      2.2855      3.3143
     1.622E+13    1350      50      0.2105      0.5093      2.2826      3.3078
     1.660E+13    1350      50      0.2099      0.5068      2.2797      3.3013
     1.698E+13    1350      50      0.2093      0.5042      2.2768      3.2949
     1.738E+13    1350      50      0.2087      0.5016      2.2739      3.2884
     1.778E+13    1350      50      0.2082      0.4990      2.2710      3.2819
     1.820E+13    1350      50      0.2076      0.4964      2.2680      3.2755
     1.862E+13    1350      50      0.2070      0.4938      2.2651      3.2690
     1.905E+13    1350      50      0.2064      0.4913      2.2622      3.2625
     1.950E+13    1350      50      0.2058      0.4887      2.2593      3.2561
     1.995E+13    1350      50      0.2053      0.4861      2.2564      3.2496
     2.042E+13    1350      50      0.2047      0.4835      2.2535      3.2431
     2.089E+13    1350      50      0.2041      0.4809      2.2506      3.2367
     2.138E+13    1350      50      0.2035      0.4784      2.2476      3.2302
     2.188E+13    1350      50      0.2029      0.4758      2.2447      3.2237
     2.239E+13    1350      50      0.2023      0.4732      2.2418      3.2173
     2.291E+13    1350      50      0.2018      0.4706      2.2389      3.2108
     2.344E+13    1350      50      0.2012      0.4680      2.2360      3.2043
     2.399E+13    1350      50      0.2006      0.4654      2.2331      3.1979
     2.455E+13    1350      50      0.2000      0.4629      2.2302      3.1914
     2.512E+13    1350      50      0.1994      0.4603      2.2272      3.1850
     2.570E+13    1350      50      0.1989      0.4577      2.2243      3.1785
     2.630E+13    1350      50      0.1983      0.4551      2.2214      3.1720
     2.692E+13    1350      50      0.1977      0.4525      2.2185      3.1656
     2.754E+13    1350      50      0.1971      0.4500      2.2156      3.1591
     2.818E+13    1350      50      0.1965      0.4474      2.2127      3.1526
     2.884E+13    1350      50      0.1959      0.4448      2.2098      3.1462
     2.951E+13    1350      50      0.1954      0.4422      2.2068      3.1397
     3.020E+13    1350      50      0.1948      0.4396      2.2039      3.1332
     3.090E+13    1350      50      0.1942      0.4370      2.2010      3.1268
     3.162E+13    1350      50      0.1936      0.4345      2.1981      3.1203
     3.236E+13    1350      50      0.1930      0.4319      2.1952      3.1138
     3.311E+13    1350      50      0.1925      0.4293      2.1923      3.1074
     3.388E+13    1350      50      0.1919      0.4267      2.1894      3.1009
     3.467E+13    1800      50      0.1914      0.4238      2.1840      3.0888
     3.548E+13    1800      50      0.1910      0.4209      2.1782      3.0759
     3.631E+13    1800      50      0.1906      0.4179      2.1725      3.0630
     3.715E+13    1800      50      0.1901      0.4150      2.1667      3.0501
     3.802E+13    1800      50      0.1897      0.4120      2.1610      3.0372
     3.890E+13    1800      50      0.1893      0.4090      2.1553      3.0243
     3.981E+13    1800      50      0.1888      0.4061      2.1495      3.0114
     4.074E+13    1800      50      0.1884      0.4031      2.1438      2.9985
     4.169E+13    1800      50      0.1880      0.4002      2.1381      2.9856
     4.266E+13    1800      50      0.1876      0.3972      2.1323      2.9727
     4.365E+13    1800      50      0.1871      0.3943      2.1266      2.9598
     4.467E+13    1800      50      0.1867      0.3913      2.1208      2.9469
     4.571E+13    1800      50      0.1863      0.3884      2.1151      2.9340
     4.677E+13    1800      50      0.1858      0.3854      2.1094      2.9211
     4.786E+13    1800      50      0.1854      0.3825      2.1036      2.9082
     4.898E+13    1800      50      0.1850      0.3795      2.0979      2.8953
     5.012E+13    1800      50      0.1846      0.3766      2.0922      2.8824
     5.129E+13    1800      50      0.1841      0.3736      2.0864      2.8695
     5.248E+13    1800      50      0.1837      0.3707      2.0807      2.8566
     5.370E+13    1800      50      0.1833      0.3677      2.0749      2.8437
     5.495E+13    1800      50      0.1828      0.3648      2.0692      2.8308
     5.623E+13    1800      50      0.1824      0.3618      2.0635      2.8179
     5.754E+13    1800      50      0.1820      0.3589      2.0577      2.8050
     5.888E+13    1800      50      0.1816      0.3559      2.0520      2.7921
     6.026E+13    1800      50      0.1811      0.3530      2.0462      2.7792
     6.166E+13    1800      50      0.1807      0.3500      2.0405      2.7663
     6.310E+13    1800      50      0.1803      0.3470      2.0348      2.7534
     6.457E+13    1800      50      0.1798      0.3441      2.0290      2.7405
     6.607E+13    1800      50      0.1794      0.3411      2.0233      2.7276
     6.761E+13    1800      50      0.1790      0.3382      2.0176      2.7147
     6.918E+13    1800      50      0.1785      0.3352      2.0118      2.7018
     7.079E+13    1800      50      0.1781      0.3323      2.0061      2.6889
     7.244E+13    1800      50      0.1777      0.3293      2.0003      2.6761
     7.413E+13    1800      50      0.1773      0.3264      1.9946      2.6632
     7.586E+13    1800      50      0.1768      0.3234      1.9889      2.6503
     7.762E+13    1800      50      0.1764      0.3205      1.9831      2.6374
     7.943E+13    1500      40      0.1758      0.3173      1.9758      2.6221
     8.128E+13    1500      40      0.1748      0.3135      1.9646      2.6013
     8.318E+13    1500      40      0.1738      0.3097      1.9534      2.5805
     8.511E+13    1500      40      0.1728      0.3060      1.9422      2.5598
     8.710E+13    1500      40      0.1718      0.3022      1.9310      2.5390
     8.913E+13    1500      40      0.1708      0.2984      1.9198      2.5182
     9.120E+13    1500      40      0.1698      0.2946      1.9086      2.4974
     9.333E+13    1500      40      0.1688      0.2909      1.8974      2.4766
     9.550E+13    1500      40      0.1678      0.2871      1.8862      2.4558
     9.772E+13    1500      40      0.1668      0.2833      1.8750      2.4350
     1.000E+14    1500      40      0.1658      0.2796      1.8638      2.4142
     1.023E+14    1500      40      0.1648      0.2758      1.8526      2.3935
     1.047E+14    1500      40      0.1638      0.2720      1.8414      2.3727
     1.072E+14    1500      40      0.1628      0.2682      1.8303      2.3519
     1.096E+14    1500      40      0.1618      0.2645      1.8191      2.3311
     1.122E+14    1500      40      0.1608      0.2607      1.8079      2.3103
     1.148E+14    1500      40      0.1598      0.2569      1.7967      2.2895
     1.175E+14    1500      40      0.1588      0.2532      1.7855      2.2687
     1.202E+14    1500      40      0.1579      0.2494      1.7743      2.2480
     1.230E+14    1500      40      0.1569      0.2456      1.7631      2.2272
     1.259E+14    1500      40      0.1559      0.2418      1.7519      2.2064
     1.288E+14    1500      40      0.1549      0.2381      1.7407      2.1856
     1.318E+14     982      32      0.1539      0.2343      1.7295      2.1648
     1.349E+14     982      32      0.1529      0.2305      1.7183      2.1440
     1.380E+14     982      32      0.1519      0.2268      1.7071      2.1232
     1.413E+14     982      32      0.1509      0.2230      1.6959      2.1025
     1.445E+14     982      32      0.1499      0.2192      1.6847      2.0817
     1.479E+14     982      32      0.1489      0.2154      1.6736      2.0609
     1.514E+14     982      32      0.1479      0.2117      1.6624      2.0401
     1.549E+14     982      32      0.1469      0.2079      1.6512      2.0193
     1.585E+14     982      32      0.1459      0.2041      1.6400      1.9985
     1.622E+14     982      32      0.1449      0.2003      1.6288      1.9777
     1.660E+14     982      32      0.1439      0.1966      1.6176      1.9570
     1.698E+14     982      32      0.1429      0.1928      1.6064      1.9362
     1.738E+14     982      32      0.1419      0.1890      1.5952      1.9154
     1.778E+14     982      32      0.1409      0.1853      1.5840      1.8946
     1.820E+14     982      32      0.1399      0.1815      1.5728      1.8738
     1.862E+14     982      32      0.1389      0.1777      1.5616      1.8530
     1.905E+14     982      32      0.1379      0.1739      1.5504      1.8322
     1.950E+14     982      32      0.1369      0.1702      1.5392      1.8115
     1.995E+14     982      32      0.1359      0.1664      1.5280      1.7907
     2.042E+14     982      32      0.1349      0.1626      1.5168      1.7699
     2.089E+14     982      32      0.1339      0.1589      1.5057      1.7491
     2.138E+14     982      32      0.1329      0.1551      1.4945      1.7283
     2.188E+14     982      32      0.1319      0.1513      1.4833      1.7075
     2.239E+14     982      32      0.1309      0.1475      1.4721      1.6867
     2.291E+14     982      32      0.1299      0.1438      1.4609      1.6660
     2.344E+14     982      32      0.1289      0.1400      1.4497      1.6452
     2.399E+14     982      32      0.1279      0.1362      1.4385      1.6244
     2.455E+14     982      32      0.1269      0.1325      1.4273      1.6036
     2.512E+14     982      32      0.1259      0.1287      1.4161      1.5828
     2.570E+14     982      32      0.1249      0.1249      1.4049      1.5620
     2.630E+14     982      32      0.1239      0.1211      1.3937      1.5412
     2.692E+14     982      32      0.1229      0.1174      1.3825      1.5204
     2.754E+14     982      32      0.1219      0.1136      1.3713      1.4997
     2.818E+14     982      32      0.1209      0.1098      1.3601      1.4789
     2.884E+14     982      32      0.1200      0.1061      1.3489      1.4581
     2.951E+14     982      32      0.1190      0.1023      1.3378      1.4373
     3.020E+14     982      32      0.1180      0.0985      1.3266      1.4165
     3.090E+14     982      32      0.1170      0.0947      1.3154      1.3957
     3.162E+14     982      32      0.1160      0.0910      1.3042      1.3749
