         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca  nSF   Acel   Aion   Zion
  262   1.110571E+04   9.999552E-01   4.847E+11   8.182E+29   2.899E-04      1.287E-01                           1.338E-01                                                      1.000E+00                                  no   160.9  116.0   40.0
  263   1.110774E+04   9.999562E-01   4.664E+11   7.977E+29   2.790E-04      1.288E-01                           1.274E-01                                                      1.000E+00                                  no   154.7  116.0   40.0
  264   1.110977E+04   9.999573E-01   4.488E+11   7.772E+29   2.685E-04      1.288E-01                           1.205E-01                                                      1.000E+00                                  no   148.8  116.0   40.0
  265   1.111181E+04   9.999584E-01   4.319E+11   7.567E+29   2.584E-04      1.289E-01                           1.131E-01                                                      1.000E+00                                  no   143.0  116.0   40.0
  266   1.111384E+04   9.999594E-01   4.157E+11   7.362E+29   2.487E-04      1.289E-01                           1.048E-01                                                      1.000E+00                                  no   137.5  116.0   40.0
  267   1.111744E+04   9.999606E-01   4.000E+11   7.138E+29   2.394E-04      1.290E-01                           9.542E-02                                                      1.000E+00                                  no   132.2  116.0   40.0
  268   1.112255E+04   9.999619E-01   3.849E+11   6.894E+29   2.304E-04      1.280E-01                                                                                                                                          130.0  130.0   40.0
  269   1.112766E+04   9.999632E-01   3.704E+11   6.650E+29   2.217E-04      1.264E-01                                                                                                                                          130.0  130.0   40.0
  270   1.113276E+04   9.999645E-01   3.564E+11   6.406E+29   2.133E-04      1.248E-01                                                                                                                                          130.0  130.0   40.0
  271   1.113787E+04   9.999658E-01   3.430E+11   6.162E+29   2.053E-04      1.232E-01                                                                                                                                          130.0  130.0   40.0
  272   1.114298E+04   9.999671E-01   3.301E+11   5.919E+29   1.975E-04      1.216E-01                                                                                                                                          130.0  130.0   40.0
  273   1.114808E+04   9.999685E-01   3.176E+11   5.675E+29   1.901E-04      1.214E-01                                                                                                                                           88.0   88.0   28.0
  274   1.115319E+04   9.999698E-01   3.057E+11   5.431E+29   1.830E-04      1.199E-01                                                                                                                                           88.0   88.0   28.0
  275   1.115830E+04   9.999711E-01   2.941E+11   5.187E+29   1.761E-04      1.184E-01                                                                                                                                           88.0   88.0   28.0
  276   1.116341E+04   9.999724E-01   2.831E+11   4.943E+29   1.695E-04      1.169E-01                                                                                                                                           88.0   88.0   28.0
  277   1.116851E+04   9.999737E-01   2.724E+11   4.699E+29   1.631E-04      1.154E-01                                                                                                                                           88.0   88.0   28.0
  278   1.117362E+04   9.999750E-01   2.621E+11   4.455E+29   1.570E-04      1.148E-01                                                                                                                                           86.0   86.0   28.0
  279   1.117894E+04   9.999760E-01   2.522E+11   4.268E+29   1.511E-04      1.133E-01                                                                                                                                           86.0   86.0   28.0
  280   1.118435E+04   9.999769E-01   2.427E+11   4.102E+29   1.454E-04      1.119E-01                                                                                                                                           86.0   86.0   28.0
  281   1.118976E+04   9.999778E-01   2.336E+11   3.936E+29   1.399E-04      1.105E-01                                                                                                                                           86.0   86.0   28.0
  282   1.119516E+04   9.999787E-01   2.248E+11   3.770E+29   1.346E-04      1.091E-01                                                                                                                                           86.0   86.0   28.0
  283   1.120057E+04   9.999796E-01   2.163E+11   3.604E+29   1.295E-04      1.077E-01                                                                                                                                           86.0   86.0   28.0
  284   1.120598E+04   9.999805E-01   2.081E+11   3.438E+29   1.246E-04      1.063E-01                                                                                                                                           86.0   86.0   28.0
  285   1.121138E+04   9.999814E-01   2.003E+11   3.272E+29   1.200E-04      1.058E-01                                                                                                                                           84.0   84.0   28.0
  286   1.121679E+04   9.999823E-01   1.927E+11   3.107E+29   1.155E-04      1.045E-01                                                                                                                                           84.0   84.0   28.0
  287   1.122220E+04   9.999832E-01   1.855E+11   2.941E+29   1.111E-04      1.031E-01                                                                                                                                           84.0   84.0   28.0
  288   1.122760E+04   9.999841E-01   1.785E+11   2.775E+29   1.069E-04      1.018E-01                                                                                                                                           84.0   84.0   28.0
  289   1.123301E+04   9.999850E-01   1.718E+11   2.609E+29   1.029E-04      1.005E-01                                                                                                                                           84.0   84.0   28.0
  290   1.123768E+04   9.999856E-01   1.653E+11   2.516E+29   9.902E-05      9.924E-02                                                                                                                                           84.0   84.0   28.0
  291   1.124234E+04   9.999861E-01   1.591E+11   2.422E+29   9.530E-05      9.798E-02                                                                                                                                           84.0   84.0   28.0
  292   1.124700E+04   9.999866E-01   1.531E+11   2.329E+29   9.171E-05      9.673E-02                                                                                                                                           84.0   84.0   28.0
  293   1.125166E+04   9.999871E-01   1.473E+11   2.236E+29   8.827E-05      9.551E-02                                                                                                                                           84.0   84.0   28.0
  294   1.125632E+04   9.999876E-01   1.417E+11   2.143E+29   8.495E-05      9.429E-02                                                                                                                                           84.0   84.0   28.0
  295   1.126098E+04   9.999882E-01   1.364E+11   2.050E+29   8.175E-05      9.385E-02                                                                                                                                           82.0   82.0   28.0
  296   1.126564E+04   9.999887E-01   1.313E+11   1.957E+29   7.868E-05      9.266E-02                                                                                                                                           82.0   82.0   28.0
  297   1.127030E+04   9.999892E-01   1.263E+11   1.864E+29   7.572E-05      9.148E-02                                                                                                                                           82.0   82.0   28.0
  298   1.127496E+04   9.999897E-01   1.215E+11   1.771E+29   7.288E-05      9.032E-02                                                                                                                                           82.0   82.0   28.0
  299   1.127962E+04   9.999902E-01   1.170E+11   1.678E+29   7.014E-05      8.918E-02                                                                                                                                           82.0   82.0   28.0
  300   1.128427E+04   9.999908E-01   1.126E+11   1.585E+29   6.751E-05      8.805E-02                                                                                                                                           82.0   82.0   28.0
  301   1.128883E+04   9.999912E-01   1.083E+11   1.516E+29   6.497E-05      8.693E-02                                                                                                                                           82.0   82.0   28.0
  302   1.129333E+04   9.999915E-01   1.042E+11   1.458E+29   6.253E-05      8.653E-02                                                                                                                                           80.0   80.0   28.0
  303   1.129783E+04   9.999918E-01   1.003E+11   1.400E+29   6.017E-05      8.543E-02                                                                                                                                           80.0   80.0   28.0
  304   1.130233E+04   9.999921E-01   9.652E+10   1.342E+29   5.791E-05      8.435E-02                                                                                                                                           80.0   80.0   28.0
  305   1.130683E+04   9.999925E-01   9.288E+10   1.284E+29   5.573E-05      8.327E-02                                                                                                                                           80.0   80.0   28.0
  306   1.131133E+04   9.999928E-01   8.938E+10   1.226E+29   5.363E-05      8.222E-02                                                                                                                                           80.0   80.0   28.0
  307   1.131583E+04   9.999931E-01   8.601E+10   1.168E+29   5.161E-05      8.117E-02                                                                                                                                           80.0   80.0   28.0
  308   1.132033E+04   9.999935E-01   8.277E+10   1.111E+29   4.966E-05      8.082E-02                                                                                                                                           78.0   78.0   28.0
  309   1.132483E+04   9.999938E-01   7.965E+10   1.053E+29   4.779E-05      7.979E-02                                                                                                                                           78.0   78.0   28.0
  310   1.132933E+04   9.999941E-01   7.664E+10   9.948E+28   4.599E-05      7.877E-02                                                                                                                                           78.0   78.0   28.0
  311   1.133383E+04   9.999945E-01   7.375E+10   9.369E+28   4.426E-05      7.777E-02                                                                                                                                           78.0   78.0   28.0
  312   1.133807E+04   9.999947E-01   7.097E+10   8.966E+28   4.259E-05      7.678E-02                                                                                                                                           78.0   78.0   28.0
  313   1.134225E+04   9.999949E-01   6.830E+10   8.612E+28   4.099E-05      7.581E-02                                                                                                                                           78.0   78.0   28.0
  314   1.134643E+04   9.999951E-01   6.572E+10   8.257E+28   3.944E-05      7.484E-02                                                                                                                                           78.0   78.0   28.0
  315   1.135060E+04   9.999953E-01   6.325E+10   7.903E+28   3.796E-05      7.389E-02                                                                                                                                           78.0   78.0   28.0
  316   1.135478E+04   9.999955E-01   6.086E+10   7.549E+28   3.653E-05      7.295E-02                                                                                                                                           78.0   78.0   28.0
  317   1.135895E+04   9.999957E-01   5.857E+10   7.195E+28   3.515E-05      7.202E-02                                                                                                                                           78.0   78.0   28.0
  318   1.136313E+04   9.999959E-01   5.636E+10   6.841E+28   3.383E-05      7.111E-02                                                                                                                                           78.0   78.0   28.0
  319   1.136731E+04   9.999961E-01   5.423E+10   6.487E+28   3.255E-05      7.020E-02                                                                                                                                           78.0   78.0   28.0
  320   1.137148E+04   9.999963E-01   5.219E+10   6.133E+28   3.133E-05      6.931E-02                                                                                                                                           78.0   78.0   28.0
  321   1.137566E+04   9.999965E-01   5.022E+10   5.779E+28   3.015E-05      6.843E-02                                                                                                                                           78.0   78.0   28.0
  322   1.137981E+04   9.999967E-01   4.833E+10   5.432E+28   2.902E-05      6.756E-02                                                                                                                                           78.0   78.0   28.0
  323   1.138352E+04   9.999969E-01   4.651E+10   5.229E+28   2.793E-05      6.671E-02                                                                                                                                           78.0   78.0   28.0
  324   1.138724E+04   9.999970E-01   4.475E+10   5.026E+28   2.688E-05      6.586E-02                                                                                                                                           78.0   78.0   28.0
  325   1.139095E+04   9.999971E-01   4.307E+10   4.822E+28   2.587E-05      6.502E-02                                                                                                                                           78.0   78.0   28.0
  326   1.139466E+04   9.999972E-01   4.144E+10   4.619E+28   2.489E-05      6.514E-02                                                                                                                                           80.0   80.0   30.0
  327   1.139837E+04   9.999973E-01   3.988E+10   4.416E+28   2.395E-05      6.431E-02                                                                                                                                           80.0   80.0   30.0
  328   1.140209E+04   9.999975E-01   3.838E+10   4.212E+28   2.305E-05      6.349E-02                                                                                                                                           80.0   80.0   30.0
  329   1.140580E+04   9.999976E-01   3.693E+10   4.009E+28   2.218E-05      6.268E-02                                                                                                                                           80.0   80.0   30.0
  330   1.140951E+04   9.999977E-01   3.554E+10   3.806E+28   2.134E-05      6.188E-02                                                                                                                                           80.0   80.0   30.0
  331   1.141322E+04   9.999978E-01   3.420E+10   3.603E+28   2.054E-05      6.109E-02                                                                                                                                           80.0   80.0   30.0
  332   1.141694E+04   9.999979E-01   3.291E+10   3.399E+28   1.976E-05      6.032E-02                                                                                                                                           80.0   80.0   30.0
  333   1.142057E+04   9.999980E-01   3.167E+10   3.214E+28   1.902E-05      5.955E-02                                                                                                                                           80.0   80.0   30.0
  334   1.142389E+04   9.999981E-01   3.048E+10   3.093E+28   1.830E-05      5.879E-02                                                                                                                                           80.0   80.0   30.0
  335   1.142722E+04   9.999982E-01   2.933E+10   2.972E+28   1.762E-05      5.805E-02                                                                                                                                           80.0   80.0   30.0
  336   1.143055E+04   9.999983E-01   2.822E+10   2.851E+28   1.695E-05      5.731E-02                                                                                                                                           80.0   80.0   30.0
  337   1.143387E+04   9.999983E-01   2.716E+10   2.730E+28   1.632E-05      5.659E-02                                                                                                                                           80.0   80.0   30.0
  338   1.143720E+04   9.999984E-01   2.613E+10   2.609E+28   1.570E-05      5.587E-02                                                                                                                                           80.0   80.0   30.0
  339   1.144053E+04   9.999985E-01   2.515E+10   2.488E+28   1.511E-05      5.516E-02                                                                                                                                           80.0   80.0   30.0
  340   1.144385E+04   9.999986E-01   2.420E+10   2.367E+28   1.454E-05      5.445E-02                                                                                                                                           80.0   80.0   30.0
  341   1.144718E+04   9.999986E-01   2.329E+10   2.246E+28   1.399E-05      5.376E-02                                                                                                                                           80.0   80.0   30.0
  342   1.145051E+04   9.999987E-01   2.241E+10   2.125E+28   1.347E-05      5.308E-02                                                                                                                                           80.0   80.0   30.0
  343   1.145383E+04   9.999988E-01   2.157E+10   2.004E+28   1.296E-05      5.240E-02                                                                                                                                           80.0   80.0   30.0
  344   1.145708E+04   9.999988E-01   2.075E+10   1.894E+28   1.247E-05      5.217E-02                                                                                                                                           78.0   78.0   30.0
  345   1.146004E+04   9.999989E-01   1.997E+10   1.825E+28   1.200E-05      5.151E-02                                                                                                                                           78.0   78.0   30.0
  346   1.146299E+04   9.999989E-01   1.922E+10   1.755E+28   1.155E-05      5.086E-02                                                                                                                                           78.0   78.0   30.0
  347   1.146594E+04   9.999990E-01   1.849E+10   1.686E+28   1.112E-05      5.021E-02                                                                                                                                           78.0   78.0   30.0
  348   1.146890E+04   9.999990E-01   1.780E+10   1.617E+28   1.070E-05      4.957E-02                                                                                                                                           78.0   78.0   30.0
  349   1.147185E+04   9.999990E-01   1.713E+10   1.548E+28   1.030E-05      4.894E-02                                                                                                                                           78.0   78.0   30.0
  350   1.147480E+04   9.999991E-01   1.648E+10   1.478E+28   9.909E-06      4.850E-02                                                                                                                                           72.0   72.0   28.0
  351   1.147776E+04   9.999991E-01   1.586E+10   1.409E+28   9.535E-06      4.788E-02                                                                                                                                           72.0   72.0   28.0
  352   1.148071E+04   9.999992E-01   1.526E+10   1.340E+28   9.175E-06      4.727E-02                                                                                                                                           72.0   72.0   28.0
  353   1.148366E+04   9.999992E-01   1.469E+10   1.270E+28   8.829E-06      4.667E-02                                                                                                                                           72.0   72.0   28.0
  354   1.148662E+04   9.999993E-01   1.413E+10   1.201E+28   8.496E-06      4.608E-02                                                                                                                                           72.0   72.0   28.0
  355   1.148957E+04   9.999993E-01   1.360E+10   1.132E+28   8.176E-06      4.549E-02                                                                                                                                           72.0   72.0   28.0
  356   1.149247E+04   9.999993E-01   1.309E+10   1.087E+28   7.867E-06      4.491E-02                                                                                                                                           72.0   72.0   28.0
  357   1.149536E+04   9.999994E-01   1.259E+10   1.043E+28   7.571E-06      4.493E-02                                                                                                                                           84.0   84.0   34.0
  358   1.149826E+04   9.999994E-01   1.212E+10   9.989E+27   7.285E-06      4.436E-02                                                                                                                                           84.0   84.0   34.0
  359   1.150115E+04   9.999994E-01   1.166E+10   9.548E+27   7.010E-06      4.380E-02                                                                                                                                           84.0   84.0   34.0
  360   1.150405E+04   9.999994E-01   1.122E+10   9.107E+27   6.746E-06      4.324E-02                                                                                                                                           84.0   84.0   34.0
  361   1.150694E+04   9.999995E-01   1.080E+10   8.666E+27   6.491E-06      4.269E-02                                                                                                                                           84.0   84.0   34.0
  362   1.150984E+04   9.999995E-01   1.039E+10   8.226E+27   6.246E-06      4.215E-02                                                                                                                                           84.0   84.0   34.0
  363   1.151273E+04   9.999995E-01   1.000E+10   7.785E+27   6.011E-06      4.161E-02                                                                                                                                           84.0   84.0   34.0
